"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3150000","3150000-104-1976-07197","19760812","","03","폐업","02","폐업","20161110","","","","02 6622724","112.15","157851","서울특별시 강서구 방화동 606-73번지 (지하 1층) ","서울특별시 강서구 방화동로 65, 지하 1층 (방화동, 2동)","07615","장미","2014-02-27 14:40:24","I","2018-08-31 23:59:59.0","다방","183350.195409431    ","451570.646621596    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","112.15","","",""
"3150000","3150000-104-1976-07207","19760228","","03","폐업","02","폐업","19981107","","","","02 6022295","62.75","157871","서울특별시 강서구 화곡동 98-207번지 ","","","수","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","186138.135501868    ","448950.665038206    ","과자점","0","2","기타","지도","상수도전용","","","","","","","","","N","62.75","","",""
"3150000","3150000-104-1976-07290","19760203","","03","폐업","02","폐업","19900621","","","","0206044959","127.42","157902","서울특별시 강서구 화곡동 837-7번지 ","","","태양","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","187415.722139475    ","447745.202068422    ","과자점","0","1","주택가주변","지도","상수도전용","","","","","","","","","N","127.42","","",""
"3150000","3150000-104-1977-00023","19770107","","03","폐업","02","폐업","19770107","","","","0200000000","101.89","157904","서울특별시 강서구 화곡동 858-12번지 ","","","향원","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","187011.155678729    ","447653.76968322     ","다방","0","0","기타","우수","상수도전용","","","","","","","","","N","101.89","","",""
"3150000","3150000-104-1977-00056","19770810","","03","폐업","02","폐업","20020412","","","","02","77.42","157863","서울특별시 강서구 염창동 273-0번지 ","","","소연다방","2000-06-13 00:00:00","I","2018-08-31 23:59:59.0","다방","188106.945381987    ","450022.470582738    ","다방","0","3","주택가주변","갑","상수도전용","","","","","","","","","N","77.42","","",""
"3150000","3150000-104-1977-00259","19770913","","03","폐업","02","폐업","20010511","","","","02 6052939","30.00","157836","서울특별시 강서구 등촌동 513-10번지 ","","","빠리베이커리","2001-05-12 00:00:00","I","2018-08-31 23:59:59.0","과자점","187717.690987543    ","449253.606171473    ","과자점","0","","기타","기타","상수도전용","","","","","","","","","N","30","","",""
"3150000","3150000-104-1977-07136","19771008","","03","폐업","02","폐업","19991209","","","","0206053492","89.51","157928","서울특별시 강서구 화곡동 1117-13번지 ","","","양지","2010-01-29 11:19:32","I","2018-08-31 23:59:59.0","다방","186691.930788115    ","449987.435448534    ","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","89.51","","",""
"3150000","3150000-104-1977-07141","19770813","","03","폐업","02","폐업","19900226","","","","0206645115","126.18","157853","서울특별시 강서구 방화동 612-4번지 ","","","곰","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","183151.921822668    ","451271.883234642    ","과자점","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","126.18","","",""
"3150000","3150000-104-1977-07171","19770704","","03","폐업","02","폐업","19910925","","","","0206032711","41.50","157250","서울특별시 강서구 과해동 45-5번지 ","","","별","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","41.5","","",""
"3150000","3150000-104-1977-07241","19770907","","03","폐업","02","폐업","20000526","","","","02 6021139","132.69","157879","서울특별시 강서구 화곡동 340-47번지 ","","","전원","2000-05-29 00:00:00","I","2018-08-31 23:59:59.0","다방","186325.541632829    ","447926.397003419    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","132.69","","",""
"3150000","3150000-104-1977-07264","19770716","","03","폐업","02","폐업","20040220","","","","02 6514638","75.16","157836","서울특별시 강서구 등촌동 506-13번지 ","","","백석다방","2002-12-31 00:00:00","I","2018-08-31 23:59:59.0","다방","187885.829027251    ","449804.589158933    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","75.16","","",""
"3150000","3150000-104-1977-08512","19771101","","03","폐업","02","폐업","19940615","","","","0206624447","106.34","157853","서울특별시 강서구 방화동 614-20번지 ","","","덕수","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","183267.631146229    ","451354.092266212    ","과자점","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","106.34","","",""
"3150000","3150000-104-1977-08515","19770704","","03","폐업","02","폐업","19960617","","","","02 6624040","116.75","157829","서울특별시 강서구 내발산동 678-7번지 ","","","선경다방","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","185458.962703807    ","450122.621875688    ","과자점","0","3","주택가주변","지도","지하수전용","","","","","","","","","N","116.75","","",""
"3150000","3150000-104-1978-00105","19781217","","03","폐업","02","폐업","19910522","","","","0206951269","99.60","157861","서울특별시 강서구 염창동 250-7번지 ","","","현","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","188883.085593065    ","449744.595799864    ","다방","0","4","주택가주변","지도","상수도전용","","","","","","","","","N","99.6","","",""
"3150000","3150000-104-1978-00232","19781007","","03","폐업","02","폐업","19970327","","","","0206048682","36.29","157866","서울특별시 강서구 화곡동 24-7번지 ","","","독일베이커리","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","0","주택가주변","을","상수도전용","","","","","","","","","N","36.29","","",""
"3150000","3150000-104-1978-07159","19781024","","03","폐업","02","폐업","19901012","","","","0206622313","131.25","157846","서울특별시 강서구 방화동 249-254번지 ","","","맹물","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","183418.792478242    ","451956.80073079     ","과자점","0","2","주택가주변","지도","지하수전용","","","","","","","","","N","131.25","","",""
"3150000","3150000-104-1978-08132","19780329","","03","폐업","02","폐업","19960319","","","","02 6647377","58.94","157851","서울특별시 강서구 방화동 580-133번지 ","","","작은공간","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","183385.053359754    ","451949.899898579    ","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","58.94","","",""
"3150000","3150000-104-1979-00002","19790702","","03","폐업","02","폐업","19940421","","","","0206925189","95.32","157010","서울특별시 강서구 화곡동 10250-25번지 ","","","정","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","95.32","","",""
"3150000","3150000-104-1979-00005","19790808","","03","폐업","02","폐업","19940421","","","","0206949736","67.42","157885","서울특별시 강서구 화곡동 381-11번지 ","","","초원","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","185740.643417558    ","448549.623957516    ","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","67.42","","",""
"3150000","3150000-104-1979-00107","19790411","","03","폐업","02","폐업","19900419","","","","0206959422","123.00","157864","서울특별시 강서구 염창동 282-18번지 ","","","수","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","188990.476641666    ","449456.370575569    ","다방","0","1","주택가주변","지도","지하수전용","","","","","","","","","N","123","","",""
"3150000","3150000-104-1979-00348","19790823","","03","폐업","02","폐업","20000120","","","","02 6041551","51.94","157917","서울특별시 강서구 화곡동 1005-2번지 ","","","올림피아제과","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","2","1","학교정화(상대)","갑","상수도전용","","","","","","","","","N","51.94","","",""
"3150000","3150000-104-1979-07213","19790123","","03","폐업","02","폐업","19930222","","","","0206645049","120.75","157834","서울특별시 강서구 내발산동 654-4번지 ","","","용","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","185565.262088426    ","450533.278390378    ","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","120.75","","",""
"3150000","3150000-104-1979-08148","19790731","","03","폐업","02","폐업","19990708","","","","02 6624406","73.70","157852","서울특별시 강서구 방화동 609-45번지 (지상 1층) ","","","브로트과자점","2011-01-05 15:56:55","I","2018-08-31 23:59:59.0","과자점","183280.294322222    ","451396.541875165    ","과자점","4","4","주택가주변","갑","상수도전용","","","","","","","","","N","73.7","","",""
"3150000","3150000-104-1980-00017","19800206","","03","폐업","02","폐업","19900903","","","","0206022432","103.75","157904","서울특별시 강서구 화곡동 872-21번지 ","","","해풍","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","186813.607417019    ","447654.180891877    ","과자점","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","103.75","","",""
"3150000","3150000-104-1980-00035","19800130","","03","폐업","02","폐업","19890824","","","","0206027263","135.52","157880","서울특별시 강서구 화곡동 342-58번지 ","","","고전커피？","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","186432.774757847    ","447685.585859501    ","과자점","1","4","주택가주변","지도","상수도전용","","","","","","","","","N","135.52","","",""
"3150000","3150000-104-1980-00042","19800223","","03","폐업","02","폐업","19800223","","","","0206035156","75.24","157884","서울특별시 강서구 화곡동 371-58번지 ","","","강서","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","185572.264028779    ","448171.860884456    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","75.24","","",""
"3150000","3150000-104-1980-00089","19800623","","03","폐업","02","폐업","19941201","","","","0206916101","82.62","157861","서울특별시 강서구 염창동 246-13번지 ","","","심지","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","주택가주변","우수","상수도전용","","","","","","","","","N","82.62","","",""
"3150000","3150000-104-1980-00222","19800520","","03","폐업","02","폐업","20000218","","","","02 6621477","80.14","157812","서울특별시 강서구 공항동 48-25번지 ","","","케익하우스원","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","과자점","183046.692690201    ","451151.373586503    ","과자점","4","4","주택가주변","갑","상수도전용","","","","","","","","","N","80.14","","",""
"3150000","3150000-104-1980-00278","19801021","","03","폐업","02","폐업","19941226","","","","0206622967","59.94","157850","서울특별시 강서구 방화동 562-5번지 ","","","거북당","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","183205.51413075     ","452313.102504379    ","과자점","2","1","주택가주변","지도","상수도전용","","","","","","","","","N","59.94","","",""
"3150000","3150000-104-1980-00367","19801030","","03","폐업","02","폐업","19990504","","","","02 6032197","36.25","157869","서울특별시 강서구 화곡동 78-5번지 ","","","준베이커리","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","1","2","아파트지역","갑","상수도전용","","","","","","","","","N","36.25","","",""
"3150000","3150000-104-1980-06945","19800809","","03","폐업","02","폐업","20000207","","","","02 6454072","19.44","157240","서울특별시 강서구 공항동 1373-0번지 국제선동쪽 ","","","무궁화스넥","2010-08-02 19:36:56","I","2018-08-31 23:59:59.0","공항","182974.850127567    ","450419.684560487    ","공항","0","5","기타","갑","상수도전용","","","","","","","","","N","19.44","","",""
"3150000","3150000-104-1980-06975","19800809","","03","폐업","02","폐업","19990325","","","","02 6032127","22.14","157250","서울특별시 강서구 과해동 150번지 ","","","2층스넥써비스","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","","기타","갑","상수도전용","","","","","","","","","N","22.14","","",""
"3150000","3150000-104-1980-07115","19800726","","03","폐업","02","폐업","19950525","","","","0206949314","106.45","157839","서울특별시 강서구 등촌동 636-45번지 ","","","청우","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","187670.151532247    ","450314.874420231    ","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","106.45","","",""
"3150000","3150000-104-1980-07128","19800417","","03","폐업","02","폐업","20051101","","","","02 9977960","69.15","157835","서울특별시 강서구 내발산동 723-2번지 ","","","솔커피숍","2010-05-04 09:31:47","I","2018-08-31 23:59:59.0","다방","185438.777192645    ","449637.299373246    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","69.15","","",""
"3150000","3150000-104-1980-07151","19801226","","01","영업/정상","01","영업","","","","","0226651410","79.57","157850","서울특별시 강서구 방화동 564-44 ","서울특별시 강서구 방화동로 119 (방화동)","07607","수정다방","2021-12-28 16:52:13","U","2021-12-30 02:40:00.0","다방","183331.992987332    ","452094.582440839    ","다방","0","2","주택가주변","을","상수도전용","0","0","0","0","0","","0","0","N","79.57","","",""
"3150000","3150000-104-1980-07161","19800417","","03","폐업","02","폐업","19981105","","","","02 6947377","92.79","157861","서울특별시 강서구 염창동 244-26번지 ","","","부일","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","188426.376682991    ","450097.964880696    ","다방","0","1","주택가주변","을","상수도전용","","","","","","","","","N","92.79","","",""
"3150000","3150000-104-1980-07163","19800117","","03","폐업","02","폐업","20020712","","","","0236639926","112.00","157040","서울특별시 강서구 염창동 283-14번지 ,19 ","","","은하","2001-01-09 00:00:00","I","2018-08-31 23:59:59.0","다방","189036.252426103    ","449460.023284529    ","다방","0","1","주택가주변","을","상수도전용","","","","","","","","","N","112","","",""
"3150000","3150000-104-1980-07165","19800325","","01","영업/정상","01","영업","","","","","02 6953754","52.78","157839","서울특별시 강서구 등촌동 632-9번지 ","서울특별시 강서구 양천로 606 (등촌동)","07552","모란","2014-02-27 14:38:25","I","2018-08-31 23:59:59.0","다방","188017.676607021    ","450332.811349223    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","52.78","","",""
"3150000","3150000-104-1980-07214","19800703","","03","폐업","02","폐업","20200413","","","","02 6649559","98.22","157846","서울특별시 강서구 방화동 249-153번지 ","서울특별시 강서구 방화동로 92 (방화동)","07606","약속","2020-04-13 10:20:59","U","2020-04-15 02:40:00.0","다방","183411.500294119    ","451829.209569281    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","98.22","","",""
"3150000","3150000-104-1980-07224","19800913","","03","폐업","02","폐업","20011127","","","","02 6038558","114.76","157909","서울특별시 강서구 화곡동 898-16번지 ","","","하루방","2001-11-28 00:00:00","I","2018-08-31 23:59:59.0","과자점","186455.628277915    ","447517.152976677    ","과자점","0","4","주택가주변","지도","상수도전용","","","","","","","","","N","114.76","","",""
"3150000","3150000-104-1980-07286","19800609","","03","폐업","02","폐업","19800609","","","","0206042807","81.37","157900","서울특별시 강서구 화곡동 829-7번지 ","","","신라","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","187448.600249831    ","447926.219115569    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","81.37","","",""
"3150000","3150000-104-1980-07289","19800823","","03","폐업","02","폐업","20020531","","","","0236618153","104.66","157839","서울특별시 강서구 등촌동 633-8번지 ","","","길다방","2000-06-14 00:00:00","I","2018-08-31 23:59:59.0","다방","188178.050146668    ","450200.841276886    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","104.66","","",""
"3150000","3150000-104-1980-08497","19800808","","03","폐업","02","폐업","19990107","","","","02 8158598","23.92","157240","서울특별시 강서구 공항동 1373-0번지 ","","","일층스넥","2010-08-02 19:37:35","I","2018-08-31 23:59:59.0","공항","182974.850127567    ","450419.684560487    ","공항","0","1","기타","갑","상수도전용","","","","","","","","","N","23.92","","",""
"3150000","3150000-104-1981-00015","19811117","","03","폐업","02","폐업","19951130","","","","02 6037469","85.48","157898","서울특별시 강서구 화곡동 802-18번지 ","","","여심","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","187641.511756138    ","447888.68187398     ","과자점","0","1","기타","지도","상수도전용","","","","","","","","","N","85.48","","",""
"3150000","3150000-104-1981-00030","19810714","","03","폐업","02","폐업","19810714","","","","0206046061","129.45","157918","서울특별시 강서구 화곡동 1013-1번지 ","","","봉쥴","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","185442.827170157    ","449408.208571216    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","129.45","","",""
"3150000","3150000-104-1981-00055","19810302","","03","폐업","02","폐업","19900424","","","","0206027729","63.80","157910","서울특별시 강서구 화곡동 937-16번지 ","","","종점","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","185680.718072112    ","447492.950348662    ","과자점","0","3","기타","지도","상수도전용","","","","","","","","","N","63.8","","",""
"3150000","3150000-104-1981-00093","19810814","","01","영업/정상","01","영업","","","","","0226646363","87.35","157853","서울특별시 강서구 방화동 614-45번지 지하1층 ","서울특별시 강서구 방화동로 49, 지하1층 (방화동, 1동)","07614","까치다방","2015-11-24 13:19:12","I","2018-08-31 23:59:59.0","다방","183272.778941533    ","451439.459176216    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","87.35","","",""
"3150000","3150000-104-1981-06946","19811022","","03","폐업","02","폐업","20020128","","","","02","59.08","157240","서울특별시 강서구 공항동 1373-0번지 ","","","동부스넥","2010-08-02 19:37:48","I","2018-08-31 23:59:59.0","공항","182974.850127567    ","450419.684560487    ","공항","0","1","기타","기타","상수도전용","","","","","","","","","N","59.08","","",""
"3150000","3150000-104-1981-06950","19811015","","03","폐업","02","폐업","19950321","","","","02 6604335","17.24","157822","서울특별시 강서구 과해동 272번지 ","","","공항스넥","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","1","1","기타","지도","상수도전용","","","","","","","","","N","17.24","","",""
"3150000","3150000-104-1981-06972","19811021","","03","폐업","02","폐업","20000403","","","","02 6027716","21.59","157240","서울특별시 강서구 공항동 1373-0번지 국제선서쪽 ","","","민스넥","2010-08-02 19:38:01","I","2018-08-31 23:59:59.0","공항","182974.850127567    ","450419.684560487    ","공항","0","","기타","갑","상수도전용","","","","","","","","","N","21.59","","",""
"3150000","3150000-104-1981-06974","19811008","","03","폐업","02","폐업","20000118","","","","0206476100","13.77","157822","서울특별시 강서구 과해동 274번지 ","","","초원","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","1","기타","지도","상수도전용","","","","","","","","","N","13.77","","",""
"3150000","3150000-104-1981-07138","19811106","","03","폐업","02","폐업","19941201","","","","0200000000","135.68","157864","서울특별시 강서구 염창동 282-0번지 ","","","개미","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","188858.043218263    ","449529.905908615    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","135.68","","",""
"3150000","3150000-104-1981-07153","19810414","","03","폐업","02","폐업","20060519","","","","02 6528068","79.80","157861","서울특별시 강서구 염창동 250-16번지 ","","","밀물","2000-10-18 00:00:00","I","2018-08-31 23:59:59.0","다방","188748.874153488    ","449791.07522178     ","다방","0","4","주택가주변","갑","상수도전용","","","","","","","","","N","79.8","","",""
"3150000","3150000-104-1981-07248","19811002","","03","폐업","02","폐업","20010402","","","","02 6621722","63.41","157836","서울특별시 강서구 등촌동 513-1번지 ","","","명동","2001-04-04 00:00:00","I","2018-08-31 23:59:59.0","다방","187741.81987404     ","449247.677664286    ","다방","0","2","주택가주변","을","지하수전용","","","","","","","","","N","63.41","","",""
"3150000","3150000-104-1981-07284","19810422","","03","폐업","02","폐업","19810422","","","","0206032882","151.42","157916","서울특별시 강서구 화곡동 998-9번지 ","","","원풍다방","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","186565.053386645    ","449902.930236928    ","다방","0","3","주택가주변","지도","지하수전용","","","","","","","","","N","151.42","","",""
"3150000","3150000-104-1981-07285","19810716","","03","폐업","02","폐업","20170501","","","","02 6933874","66.96","157873","서울특별시 강서구 화곡동 1063-13번지 ","서울특별시 강서구 화곡로 175 (화곡동)","07702","체빈","2017-05-01 13:18:14","I","2018-08-31 23:59:59.0","다방","185887.933592138    ","448882.777198607    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","66.96","","",""
"3150000","3150000-104-1981-08151","19810822","","03","폐업","02","폐업","19910603","","","","0206647460","25.14","157853","서울특별시 강서구 방화동 614-52번지 ","","","거북당","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","183243.468631316    ","451415.835835139    ","과자점","2","2","주택가주변","지도","상수도전용","","","","","","","","","N","25.14","","",""
"3150000","3150000-104-1982-00011","19821030","","03","폐업","02","폐업","19940406","","","","0206022022","106.09","157918","서울특별시 강서구 화곡동 1024-10번지 ","","","삼성다방","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","185559.921734415    ","449137.594380745    ","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","106.09","","",""
"3150000","3150000-104-1982-00054","19821221","","03","폐업","02","폐업","19900522","","","","0206054775","68.00","157890","서울특별시 강서구 화곡동 421-23번지 ","","","양지","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","185747.731504051    ","447787.148406951    ","과자점","0","4","주택가주변","지도","상수도전용","","","","","","","","","N","68","","",""
"3150000","3150000-104-1982-00073","19821203","","03","폐업","02","폐업","19901102","","","","0206928923","103.01","157836","서울특별시 강서구 등촌동 513-15번지 ","","","약속","2002-07-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","187742.847078061    ","449227.75878727     ","과자점","0","3","주택가주변","지도","지하수전용","","","","","","","","","N","103.01","","",""
"3150000","3150000-104-1982-00377","19821020","","03","폐업","02","폐업","19901227","","","","0206957801","19.71","157918","서울특별시 강서구 화곡동 1024-1번지 ","","","잉글랜드제과","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","3","1","주택가주변","지도","상수도전용","","","","","","","","","N","19.71","","",""
"3150000","3150000-104-1982-07100","19820901","","03","폐업","02","폐업","19920730","","","","0206021950","86.11","157870","서울특별시 강서구 화곡동 94-4번지 ","","","양지다방","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","186249.585899669    ","449393.178632687    ","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","86.11","","",""
"3150000","3150000-104-1982-07139","19820204","","03","폐업","02","폐업","19950410","","","","02 6948025","64.99","157839","서울특별시 강서구 등촌동 636-2번지 ","","","대한다방","2010-07-05 09:21:03","I","2018-08-31 23:59:59.0","다방","187632.26705756     ","450469.253785561    ","다방","0","2","기타","지도","상수도전용","","","","","","","","","N","64.99","","",""
"3150000","3150000-104-1982-07140","19820304","","03","폐업","02","폐업","19910116","","","","0206649911","42.20","157853","서울특별시 강서구 방화동 614-24번지 ","","","한일","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","183188.010477404    ","451308.882350878    ","과자점","0","1","주택가주변","지도","상수도전용","","","","","","","","","N","42.2","","",""
"3150000","3150000-104-1982-07150","19820814","","03","폐업","02","폐업","20010913","","","","02 6624888","111.77","157847","서울특별시 강서구 방화동 567-23번지 ","","","미주","2001-09-13 00:00:00","I","2018-08-31 23:59:59.0","다방","183354.200758672    ","452140.121087829    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","111.77","","",""
"3150000","3150000-104-1982-07166","19820221","","03","폐업","02","폐업","19901214","","","","0206647808","158.40","157850","서울특별시 강서구 방화동 562-21번지 ","","","돌다방","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","183234.666586664    ","452266.510498741    ","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","158.4","","",""
"3150000","3150000-104-1982-07180","19820531","","03","폐업","02","폐업","19820531","","","","0206622213","63.90","157852","서울특별시 강서구 방화동 607-197번지 ","","","금성","2001-09-28 00:00:00","I","2018-08-31 23:59:59.0","다방","183379.802018114    ","451564.452687059    ","다방","0","1","주택가주변","지도","상수도전용","","","","","","","","","N","63.9","","",""
