상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
16630379,CU,나눔방화점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1.15E+18,1,대지,796,,서울특별시 강서구 방화동 796,1.15E+11,서울특별시 강서구 방화대로37길,15,,1.15E+24,신동아아파트,서울특별시 강서구 방화대로37길 15,157855,7605,,,,126.8159877,37.57004743
19979602,CU,공항단지점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1.15E+18,1,대지,1359,9,서울특별시 강서구 공항동 1359-9,1.15E+11,서울특별시 강서구 방화대로6바길,4,,1.15E+24,,서울특별시 강서구 방화대로6바길 4,157816,7645,,1,,126.8191162,37.55472522
12677884,세븐일레븐마곡럭스점,마곡럭스점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1.15E+18,1,대지,758,1,서울특별시 강서구 마곡동 758-1,1.15E+11,서울특별시 강서구 마곡서로,168,,1.15E+24,마곡럭스나인오피스텔엘동,서울특별시 강서구 마곡서로 168,157805,7788,,1,,126.825525,37.56895334
22357353,인더라인25,화곡11호점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1.15E+18,1,대지,913,2,서울특별시 강서구 화곡동 913-2,1.15E+11,서울특별시 강서구 강서로5나길,72,,1.15E+24,,서울특별시 강서구 강서로5나길 72,157010,7776,,1,,126.8442036,37.52858218
12677913,위드미마곡에코점,마곡에코점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1.15E+18,1,대지,760,1,서울특별시 강서구 마곡동 760-1,1.15E+11,서울특별시 강서구 마곡중앙로,161,11,1.15E+24,힐스테이트에코마곡나루역라마다앙코르서울,서울특별시 강서구 마곡중앙로 161-11,157805,7788,,1,,126.8267064,37.56796495
25834856,위드미강서화곡점,강서화곡점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1.15E+18,1,대지,344,12,서울특별시 강서구 화곡동 344-12,1.15E+11,서울특별시 강서구 곰달래로,111,,1.15E+24,,서울특별시 강서구 곰달래로 111,157010,7773,,1,,126.8452583,37.53061983
16733094,헬로앨리스마켓24,등촌점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1.15E+18,1,대지,644,12,서울특별시 강서구 등촌동 644-12,1.15E+11,서울특별시 강서구 공항대로55길,33,,1.15E+24,성명빌딩,서울특별시 강서구 공항대로55길 33,157840,7570,,1,,126.8613327,37.55461733
16768554,지에스더프레쉬,마곡점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1.15E+18,1,대지,798,11,서울특별시 강서구 마곡동 798-11,1.15E+11,서울특별시 강서구 마곡중앙로,55,,1.15E+24,문영퀸즈파크13,서울특별시 강서구 마곡중앙로 55,157210,7807,,1,,126.826242,37.55860764
25516420,올리브영,염창역점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1.15E+18,1,대지,282,19,서울특별시 강서구 염창동 282-19,1.15E+11,서울특별시 강서구 공항대로,637,,1.15E+24,염창현대아이파크아파트,서울특별시 강서구 공항대로 637,157864,7558,,1,,126.8758774,37.54773764
23330499,GS25강서IT밸리점,강서IT밸리점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1.15E+18,1,대지,638,3,서울특별시 강서구 등촌동 638-3,1.15E+11,서울특별시 강서구 화곡로68길,82,,1.15E+24,강서아이티밸리,서울특별시 강서구 화곡로68길 82,157030,7566,,1,,126.8582891,37.5575253
24577592,세븐일레븐공항시장점,공항시장점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1.15E+18,1,대지,612,87,서울특별시 강서구 방화동 612-87,1.15E+11,서울특별시 강서구 방화동로5길,24,,1.15E+24,,서울특별시 강서구 방화동로5길 24,157220,7620,,1,,126.8099734,37.56457177
23455592,GS25화곡풀향기,,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1.15E+18,1,대지,1032,14,서울특별시 강서구 화곡동 1032-14,1.15E+11,서울특별시 강서구 강서로35길,8,,1.15E+24,,서울특별시 강서구 강서로35길 8,157010,7707,,1,,126.8384028,37.54296885
11797807,GS25방화대림점,방화대림점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1.15E+18,1,대지,874,,서울특별시 강서구 방화동 874,1.15E+11,서울특별시 강서구 양천로6길,57,,1.15E+24,E편한세상아파트,서울특별시 강서구 양천로6길 57,157220,7610,,1,,126.808015,37.56955272
24919389,CU화곡에스점,화곡에스점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1.15E+18,1,대지,929,3,서울특별시 강서구 화곡동 929-3,1.15E+11,서울특별시 강서구 강서로5나길,117,,1.15E+24,,서울특별시 강서구 강서로5나길 117,157010,7780,,1,,126.8416197,37.52813337
20036789,CU,화곡이슬점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1.15E+18,1,대지,898,7,서울특별시 강서구 화곡동 898-7,1.15E+11,서울특별시 강서구 곰달래로24길,19,,1.15E+24,지짐이,서울특별시 강서구 곰달래로24길 19,157010,7778,,1,,126.8472176,37.52975595
23224717,세븐일레븐강서등촌로점,강서등촌로점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150053000,등촌2동,1150010200,등촌동,1.15E+18,1,대지,366,137,서울특별시 강서구 등촌동 366-137,1.15E+11,서울특별시 강서구 등촌로51길,47,,1.15E+24,,서울특별시 강서구 등촌로51길 47,157030,7667,,1,,126.8605885,37.54923097
23913331,이마트,24뉴마곡747점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1.15E+18,1,대지,798,3,서울특별시 강서구 마곡동 798-3,1.15E+11,서울특별시 강서구 공항대로,168,,1.15E+24,747,서울특별시 강서구 공항대로 168,157210,7807,,,,126.8261185,37.55926417
24387602,CU,화곡PMK점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1.15E+18,1,대지,425,13,서울특별시 강서구 화곡동 425-13,1.15E+11,서울특별시 강서구 곰달래로,77,,1.15E+24,,서울특별시 강서구 곰달래로 77,157010,7772,,1,,126.8412799,37.5303556
16310798,GS25,강서부영점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1.15E+18,1,대지,691,3,서울특별시 강서구 등촌동 691-3,1.15E+11,서울특별시 강서구 강서로56나길,110,,1.15E+24,부영아파트,서울특별시 강서구 강서로56나길 110,157772,7580,,1,,126.8428267,37.56350178
16309439,이마트24,발산현대점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150061100,발산1동,1150010700,외발산동,1.15E+18,1,대지,216,18,서울특별시 강서구 외발산동 216-18,1.15E+11,서울특별시 강서구 남부순환로19길,81,,1.15E+24,,서울특별시 강서구 남부순환로19길 81,157290,7641,,,,126.824273,37.54705485
11775536,CU,화곡대원점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1.15E+18,1,대지,1036,35,서울특별시 강서구 화곡동 1036-35,1.15E+11,서울특별시 강서구 화곡로21길,43,,1.15E+24,,서울특별시 강서구 화곡로21길 43,157010,7708,,1,,126.8364262,37.54273314
12095953,GS25,마곡일성점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1.15E+18,1,대지,758,2,서울특별시 강서구 마곡동 758-2,1.15E+11,서울특별시 강서구 마곡중앙로,161,22,1.15E+24,마곡일성트루엘플래닛,서울특별시 강서구 마곡중앙로 161-22,157805,7788,,,,126.8257454,37.56861315
20279790,세븐일레븐,염창점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1.15E+18,1,대지,244,35,서울특별시 강서구 염창동 244-35,1.15E+11,서울특별시 강서구 양천로69길,11,,1.15E+24,,서울특별시 강서구 양천로69길 11,157861,7544,,1,,126.8703756,37.55310936
22516979,GS25,강서사랑점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1.15E+18,1,대지,1117,,서울특별시 강서구 화곡동 1117,1.15E+11,서울특별시 강서구 화곡로58길,8,,1.15E+24,보성빌딩,서울특별시 강서구 화곡로58길 8,157010,7658,,,,126.8511845,37.55289716
11825305,세븐일레븐화곡중앙점,화곡중앙점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1.15E+18,1,대지,1075,49,서울특별시 강서구 화곡동 1075-49,1.15E+11,서울특별시 강서구 강서로31길,10,,1.15E+24,,서울특별시 강서구 강서로31길 10,157010,7715,,1,,126.8405713,37.54031409
12568986,CU,마곡사이언스타워점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1.15E+18,1,대지,796,3,서울특별시 강서구 마곡동 796-3,1.15E+11,서울특별시 강서구 마곡동로,62,,1.15E+24,마곡사이언스타워,서울특별시 강서구 마곡동로 62,157805,7803,,1,,126.8338743,37.5605394
16252754,24시편의점,,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1.15E+18,1,대지,671,,서울특별시 강서구 등촌동 671,1.15E+11,서울특별시 강서구 강서로56길,38,,1.15E+24,강서힘찬병원,서울특별시 강서구 강서로56길 38,157930,7591,,1,,126.8406525,37.55918253
9175336,GS25,화곡풍년점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1.15E+18,1,대지,357,19,서울특별시 강서구 화곡동 357-19,1.15E+11,서울특별시 강서구 곰달래로,61,,1.15E+24,,서울특별시 강서구 곰달래로 61,157010,7772,,1,,126.8395846,37.53023984
12551256,GS25,방화상춘점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150064100,방화3동,1150010900,방화동,1.15E+18,1,대지,813,3,서울특별시 강서구 방화동 813-3,1.15E+11,서울특별시 강서구 금낭화로19길,26,,1.15E+24,,서울특별시 강서구 금낭화로19길 26,157856,7515,,1,,126.8106055,37.57606625
25131118,세븐일레븐,강서공항중앙점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1.15E+18,1,대지,723,,서울특별시 강서구 공항동 723,1.15E+11,서울특별시 강서구 송정로,10,,1.15E+24,,서울특별시 강서구 송정로 10,157818,7626,,1,,126.8123604,37.55609911
24439890,CUSK가양주유소점,SK가양주유소점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150060300,가양1동,1150010400,가양동,1.15E+18,1,대지,151,1,서울특별시 강서구 가양동 151-1,1.15E+11,서울특별시 강서구 강서로,498,,1.15E+24,크리어주유소,서울특별시 강서구 강서로 498,157200,7529,,1,,126.8419606,37.56972842
25395694,세븐일레븐,개화산역점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1.15E+18,1,대지,534,9,서울특별시 강서구 방화동 534-9,1.15E+11,서울특별시 강서구 양천로,34,,1.15E+24,양서빌딩,서울특별시 강서구 양천로 34,157220,7602,,1,,126.8076626,37.57248651
23900736,GS25,공항제일점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1.15E+18,1,대지,654,,서울특별시 강서구 공항동 654,1.15E+11,서울특별시 강서구 송정로4길,46,,1.15E+24,,서울특별시 강서구 송정로4길 46,157818,7625,,1,,126.8134905,37.55834502
9175342,GS25화곡행복점,화곡행복점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150057000,화곡4동,1150010300,화곡동,1.15E+18,1,대지,504,87,서울특별시 강서구 화곡동 504-87,1.15E+11,서울특별시 강서구 등촌로13길,90,,1.15E+24,,서울특별시 강서구 등촌로13길 90,157010,7733,,1,,126.8593687,37.53719037
23253582,CU,발산진흥점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1.15E+18,1,대지,687,1,서울특별시 강서구 내발산동 687-1,1.15E+11,서울특별시 강서구 강서로47길,67,,1.15E+24,,서울특별시 강서구 강서로47길 67,157829,7638,,1,,126.8323865,37.55288395
12578776,GS25,마곡시티점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1.15E+18,1,대지,758,3,서울특별시 강서구 마곡동 758-3,1.15E+11,서울특별시 강서구 마곡중앙5로1길,25,,1.15E+24,마곡헤리움2차,서울특별시 강서구 마곡중앙5로1길 25,157805,7788,,,,126.8261206,37.56922958
11925446,세븐일레븐가양프라자점B,,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,11,서울특별시,11500,강서구,1150060500,가양3동,1150010400,가양동,1.15E+18,1,대지,1488,,서울특별시 강서구 가양동 1488,1.15E+11,서울특별시 강서구 허준로,198,,1.15E+24,가양프라자,서울특별시 강서구 허준로 198,157200,7532,,1,,126.8602462,37.56130152
